label,nodeid,r,x,y
"prophet, place, apostl, peopl, gaze, said, al_khudri, road, right, avoid, other, abu, allah, talk, help, bewar",5515,1052,19,1052
"abdullah, prophet, alaina, michael, ilaha, abduhu, earth, heaven, at_tahiyatu_lillahi, rah_matul_lahi, peac, la, wa, alaika, anna, no, as_salamu, rasuluhu, himself, slave, assalihin, muhammadan, speech, prayer, so_and_so, barakatuhu, illalllahu, was_salawatu, ala, worship, ibadillahi, wat_taiyibatu, as_salam, hadith, allah, ash_hadu, gabriel",5516,310,19,309
"prophet, person, huraira, passer, group, abu",5517,1382,18,1382
"number, person, apostl, huraira, allah, abu",5518,1886,24,1886
"number, person, apostl, huraira, allah, abu",5519,1886,24,1886
"one, number, person, apostl, huraira, son, allah, abu",5520,1470,22,1469
"as_salam, kind, utensil, oath, apostl, no, cloth, qassiy, one, dibaj, vol, sick, hadith, silver, ring, other, sneezer, saddl, tashmit, thing, process, istabraq, silk, allah, al_bara_bin_azib",5521,374,14,374
"prophet, man, islam, abdullah_bin_amr, trait, peopl",5522,1181,21,1180
"prophet, muslim, one, meet, day, lo, side, abu, brother, face, aiyub",5523,793,17,793
"prophet, stay, ubai, time, peopl, kab, lintel, marriag, medina, group, place, bride_groom, vers, aisha, ten, al, zainab, bint, apostl, boy, jahsh, year, divin, al_hijab, part, meal, life, order, anas_bin_malik, morn, allah, occas",5524,563,19,563
"ana, prophet, peopl, enter, meal, zainab, allah, other",5525,1362,22,1362
"prophet, no, wife, aisha, cover, apostl, zama, wive, let, vers, umar, umar_bin_al_khattab, hadith, sauda, veil, women, call, daughter, divin, gather, eye, al_manasi, bodi, order, al_hijab, woman, night, allah, natur",5526,565,19,565
"prophet, comb, hadith, round, midray, permiss, sahl_bin_sad, iron, head, eye, place, man, order, no, sight, had, hole",5527,421,15,420
"prophet, room, head, man, anas_bin_malik",5528,1204,20,1204
"prophet, talk, resembl, narrated_ibn_abba, wish, desir, huraira, thing, sight, son, eye, self, sin, adulteri, part, tongu, adam, lamam, allah, share, abu",5529,651,16,650
"ana, time, apostl, allah, sentenc, somebodi",5530,1434,21,1434
"prophet, time, apostl, ansar, al_khudri, abu, umar, gather, said, anyon, musa, wit, allah, permiss",5531,1150,25,1150
"hous, no, hadith, apostl, huraira, suffa, hirr, milk, basin, go, abu, allah, permiss, peopl",5532,942,26,941
"boy, prophet, group, anas_bin_malik",5533,1245,20,1245
"kind, nap, no, meal, greet, somebodi, root, sahl, hazim, pot, maslama, medina, cook, barley, silq, hadith, ibn, prayer, pass, friday, jumua, midday, acquaint, man, budaa, abu, veget, garden, date_palm",5534,207,16,206
"aisha, apostl, peac, merci, allah, greet, gabriel",5535,1231,40,1230
"prophet, debt, jabir, door, father, order",5536,875,21,875
"prophet, time, apostl, alaika_s_salam, huraira, rise, qibla, head, greet, sit, prostrat, pray, wa, alaika, ablut, takbir, side, calmli, calm, prayer, quran, salam, perform, allahu_akbar, eas, mosqu, go, man, till, abu, allah",5537,635,18,635
"prophet, narrat, huraira, head, eas, abu",5538,1352,17,1352
"prophet, alaihi_s_salam, aisha, rahmatu_l_lah, peac, wa, salam, merci, allah, greet, gabriel",5539,900,30,900
"prophet, muslim, islam, companion, till, badr, rode, fadakiya, place, visit, battl, al, lah, idol, tale, nose, hous, dont, troubl, gather, come, anim, cloud, holi, noth, al_harith_bin_al_khazraj, rider, tell, incid, rida, az_zubair, underneath, apostl, sad_bin_ubada, jew, urwa_bin, abdullah_bin_rawaha, mount, usama_bin_zaid, truth, quran, anyon, abdullah_bin_ubai, abdullah_bin_ubai_bin_salul, bani, man, sheet, donkey, velvet, allah, dust",5540,340,23,339
"muslim, prophet, apostl, forgiv, repent, lip, greet, kab_bin_malik, accept, battl, tabuk, fajr, night, allah, abdullah_bin_kab, peopl",5541,914,23,913
"kind, be, aisha, matter, apostl, wa_l_lana, jew, alaikum, group, lenient, as_samu, assamu, death, alaika, curs, allah, havent",5542,538,18,538
"waalaikum, apostl, abdullah_bin_umar, death, repli, jew, allah, alaikum, greet, as_samu",5543,813,24,813
"prophet, scriptur, waalaikum, peopl, anas_bin_malik, repli, greet",5544,906,23,906
"prophet, pagan, companion, till, place, woman, etc, ali, hatib_bin_abi, az_zubair_bin_al_awwam, baggag, hatib, marthad, mecca, properti, apostl, al_ghanawi, proceed, mount, horsemen, baltaa, anyth, abu, letter, camel, khakh, sheet, allah",5545,601,27,600
"sufyan, apostl, slave, name, sham, vol, group, sufyan_bin_harb, peac, heracliu, byzantin, amma, path, abu, chief, narrat, no, hadith, guidanc, letter, merci, content, quraish, badu, muhammad, benefic, allah",5546,434,30,433
"prophet, chief, no, tribe, quraiza, king, verdict, said, sad, judgment, hadith, peopl, abu",5547,710,21,710
"ana, prophet, hand, companion, custom, qatada",5548,976,18,976
"abdullah_bin_hisham, prophet, hand, compani, umar_bin_al_khattab",5549,1038,20,1038
"prophet, slave, tashah_hud, narrated_ibn_masud, apostl, prayer, quran, thing, merci, sura, hand, peac, compliment, muhammad, bless, allah",5550,935,18,935
"abdullah_bin_abba, hous, abdul, apostl, muttalib, ali_bin_abu, al_abba, talib, ali, peopl, dont, hand, ailment, health, morn, grace, abu, allah, prophet, hasan",5551,859,21,859
"prophet, labbaik, call, alon, companion, partner, him, worship, muadh, wa, time, right, rider, slave, allah, sadaik",5552,660,21,660
muadh,5553,39,23,31
"prophet, day, even, someth, apostl, mountain, till, debt, money, place, world, labbaik, wa, chariti, medina, hereaft, hurra, abu, slave, hand, amount, uhud, wealth, dhar, noth, statement, voic, allah, sadaik, remain, dinar",5554,602,21,602
"prophet, latter, man, order, gather, seat, narrated_ibn_umar",5555,856,18,856
"prophet, spread, sit, man, _ibn_umar, room, seat, narrated_ibn_umar, place, somebodi",5556,638,15,638
"prophet, jahsh, apostl, hous, meal, bint, anas_bin_malik, curtain, zainab, allah, do, peopl",5557,1210,21,1210
"ihtiba, kaba, apostl, courtyard, narrated_ibn_umar, leg, allah, postur, hand",5558,952,19,952
"apostl, bakra, sin, shall, allah, abu",5559,1662,24,1662
"prophet, statement, bishr",5560,1523,20,1523
"prophet, asr, prayer, uqba_bin_al_harith, hous",5561,1196,17,1196
"front, bed, aisha, apostl, prayer, necess, qibla, face, allah, midst",5562,987,16,987
"prophet, palm_fibr, floor, cushion, apostl, day, news, allah, abdullah_bin_amr, nine, month, al, leather, fast, david",5563,894,20,894
"prophet, secret, peopl, ibrahim, companion, bin, ammar, ad_darda, kufa, alaqama, refug, siwak, al_yaman, tongu, satan, apostl, hudhaifa, pillow, sham, one, two_rakat, abu, cushion, prayer, request, mosqu, person, darda, nobodi, allah, isnt",5564,600,20,600
"midday, prayer, sahl_bin_sad, nap, jumua, meal",5565,217,14,217
"hous, no, someth, apostl, quarrel, cousin, name, nap, midday, turab, ali, dearer, bodi, father, abu, hadith, sahl_bin_sad, where, mosqu, fatima, person, allah, dust",5566,550,19,550
"ana, home, suk, kind, hair, sweat, nap, hanut, thumama, sulaim, midday, um, sheet, anas_bin_malik, death, bottl, bodi, prophet, perfum",5567,332,13,331
"hous, day, wife, apostl, throne, ishaq, meal, caus, bint, peopl, warrior, king, milhan, ubada_bin_as_samit, sea, haram, follow, um, anas_bin_malik, invok, allah",5568,562,24,561
"prophet, kind, ishtim, part, alihtiba, bargain, as_samma, said, al_munabadha, garment, al_mulamasa, al_khudri, dress, abu",5569,536,12,536
"prophet, chief, year, aisha, er, state, fatima, secret, time, death, nation, predecessor, allah, hereaft, women",5570,739,18,738
"back, apostl, uncl, abbas_bin_tamim, leg, allah, mosqu",5571,1138,20,1138
"abdullah, prophet, counsel, person",5572,1318,16,1318
"prophet, anybodi, um, sulaim, anas_bin_malik",5573,1014,23,1014
"abdullah, prophet, counsel, person, peopl",5574,1343,18,1343
"abdullah, day, mose, may, someth, peopl, counten, merci, divis, group, face, man, ansari, allah, prophet",5575,888,28,888
"ana, prophet, man, apostl, prayer, companion, iqama, allah, way",5576,1655,24,1655
"prophet, hous, father, salim, burn, fire",5577,898,20,898
"hous, prophet, yourselv, occup, enemi, musa, fire, night, medina, abu",5578,826,19,825
"hous, apostl, utensil, creatur, peopl, light, wick, jabir_bin_abdullah, rat, bedtim, allah, door",5579,799,16,799
"narrat, apostl, wood, food, drink, light, skin, mouth, hamrnam, piec, utensil, water, door, night, allah, jabir",5580,573,16,573
"prophet, accord, huraira, thing, region, tach, fitra, al, hair, armpit, nail, tradit, abu",5581,640,12,640
"prophet, boy, year, time, apostl, said_bin_jubair, huraira, abraham, peopl, puberti, _ibn_abba, ibn, abba, adz, allah, age, abu",5582,1045,23,1045
"no, pagan, oath, apostl, huraira, al_uzza, name, wherein, someth, right, none, chariti, al_lat, idol, hadith, allah, friend, abu",5583,694,17,694
"prophet, hous, hand, creatur, none, life_tim, sun, narrated_ibn_umar, allah, rain",5584,1029,18,1029
"prophet, sufyan, umar, tree, ibn, amr, brick, sub, someth, rel, death, _ibn_umar, of_ibn_umar, build, allah, narrat, date_palm",5585,601,19,601
"prophet, follow, appeal, invoc, apostl, huraira, allah, hereaft, abu",5586,1706,23,1706
"ana, prophet, invoc, resurrect, lifetim, allah, day",5587,1478,20,1478
"prophet, ana, even, alaiya, ma, day, forgiv, die, faith, allahumma, somebodi, sanatu, laka, la, wa, faghfirli, rabbi, anta, paradis, min, shaddad_bin_au, way, firm, illa, khalaqtani, peopl, ala, abuu, bidhanbi, audhu, mastatatu, innahu, sharri, abu, allah, abduka",5588,410,15,410
"apostl, huraira, allah, him, abu",5589,2185,30,2184
"prophet, sleep, apostl, while, slave, mountain, head, carri, place, beast, nose, sin, food, abu, consid, repent, narrat, suffer, hand, sub_narr, ibn, believ, fli, water, illustr, thirst, masud, person, man, al_harith_bin_suwaid, wake, life, heat, shihab, allah",5590,535,17,535
"slave, desert, apostl, anas_bin_malik, camel, anyon, allah, repent",5591,1071,21,1071
"prophet, side, aisha, morn, prayer, rakat, muadhdhin, dawn, night, part",5592,750,16,750
"muslim, prophet, bikitabi, ill, apostl, anzalta, fauwadtu, rahbatan, allahumma, religion, arsalta, wajhi, raghbatan, amri, la, wa, lamaljaa, ablut, aslamtu, side, bi, prayer, zahri, kalladhi, perform, nabiyyikal_ladhi, aljatu, ilaika, amantu, islam, allah, al_bara_bin_azib",5593,446,19,446
"prophet, wa, ma, al_hamdu, bismika, hudhaifa, bada, ahya, amutu, amatana, ilaihin_nushur",5594,420,10,420
al_bara_bin_azib,5595,43,19,39
"prophet, bed, hand, ma, al_hamdu, ilaihi, hudhaifa, bada, night, amutu, allahumma, cheek, an_nushur, wa, ahya, amatana",5596,356,12,356
"muslim, word, apostl, wajjahtu, anzalta, amantu, rahbatan, maljaa, arsalta, wajhi, raghbatan, amri, la, wa, nafsi, aslamtu, side, zahri, illa, all_ahumma, aljatu, fauwadtu, al_ladhi, islam, ilaika, allah, al_bara_bin_azib",5597,316,18,316
"prophet, hold, breath, thereof, till, yasari, meantim, time, al, narrated_ibn_abba, bilal, ablut, sami, nuran, hand, basari, part, allaihumma, kuraib, ear, yamini, natur, hous, fi, mouth, face, back, call, water, approach, rakat, wa, qalbi, fajr, ijal, waan, side, invoc, prayer, skin, maimuna, left, order, stood, night",5598,235,18,235
"prophet, ma, allahumma, haqqun, anta, narrated_ibn_abba, wal, ardi, laka_lhamdu, wa, man, prayer, night",5599,571,25,571
"prophet, stay, aisha, bed, till, feet, chest, akbar, place, alhamdu, time, ali, need, home, mill_ston, hand, servant, thirty_four, thing, blister, shall, allah, fatima, cool, allahu, subhan, sat",5600,460,18,459
"aisha, muauwid, apostl, suratal_falaq, hat, surat_an_na, allah, hand, bodi",5601,1006,17,1006
"prophet, bed, huraira, bima, ibadakas_salihin, insid, janbi, anyon, bihi, bika, farhamha, sheet, bismika, wa, tahfazu, arfauhu, rabbi, fahfazha, abu",5602,427,9,427
"anyth, invoc, anyon, apostl, huraira, cend, superior, world, heaven, third, someth, me, demand, my, lord, de, night, allah, abu",5603,655,20,654
"prophet, lavatori, khabaith, anas_bin_malik, wal, minalkhubthi, inni, allahumma",5604,606,11,606
"prophet, ana, faghfirli, peopl, ma, yaghfiru_dh_dhunuba, forgiv, night, fainnahu, allahumma, sanatu, laka, la, wa, wadika, rabbi, anta, paradis, min, shaddad_bin_au, bi, way, illa, khalaqtani, ant, ala, abuu, bidhanbi, auidhu, invoc, mastatatu, sharri, ni, somebodi, allah, abduka, morn",5605,326,15,326
"prophet, ilaihi, sleep, ma, al_hamdu, an_nushur, hudhaifa, name, bada, prais, allahumma, resurrect, who, bismika, wa, him, ahya, allah, amatana",5606,505,16,505
"prophet, bed, al_hamdu, atana, dhar, bada, amutu, allahumma, annushur, wa, ilaihi, lay, ahya, abu",5607,493,14,493
"prophet, invoc, as_siddiq, prayer, illa, innaka, abdullah_bin_amr, say, allahumma, war_hamni, antalghafurrahim, zalamtu, bakr, yaghfirudh_dhunuba, faghfirli, anta, allah, inni, zulman, abu",5608,626,16,626
"tone, vers, aisha, invoc, prayer, aloud, regard",5609,345,13,345
"abdullah, day, peopl, muhammad, so_and, sit, compliment, at_tah, iyyatu_lillahi, himself, prayer, salam, as_salihin, anyon, as_salam, allah, prophet",5610,763,18,763
"allahuakbar, time, surplu, apostl, huraira, subhan, caus, one, pray, chariti, hereaft, peopl, likewis, deed, thing, pleasur, shall, wealth, al_hamdulillah, life, prestig, degre, abu, allah, nobodi",5611,570,15,570
"sufyan, apostl, lahu_l_hamd, taita, shain, qadir, manata, allahumma, lima, mania, la, wa, al_mughira, freed, end, slave, al_mughira_bin_shuba, prayer, lahu_l_mulk, kulli, ala, lahu, wahdahu, muawiya_bin_abu, wahuwa, allah, warrad, taslim",5612,330,15,330
"prophet, peopl, amir, vers, pot, driver, apostl, may, allah, merci, camel, salama_bin_al_akwa, man, compani, muslim, fire",5613,993,22,993
"prophet, so_and_so, alm, abi, aufa, man, narrated_ibn_abi, bestow, bless, allah, famili, father",5614,868,20,868
"prophet, sufyan, fifti, dhi_al_khalasa, apostl, chest, yamaniyya, hors, al, idol, ahma, peopl, hand, sub_narr, firm, ahrna, allah, men, al_kaba, jarir, man, tribe, guid, make",5615,660,21,660
"ana, prophet, sulaim, um, servant, bless, allah, wealth",5616,1190,23,1189
"prophet, may, vers, aisha, man, quran, merci, allah, sura, mosqu",5617,1173,21,1173
"abdullah, prophet, mose, may, someth, anger, merci, divis, face, sign, man, booti, share, allah, muslim",5618,760,26,760
"talk, prose, week, peopl, quran, use, companion, quiet, _ibn_abba, time, invoc, start, ikrima, allah, preach, apostl",5619,644,16,644
"ana, someth, apostl, termin, allah, anyon",5620,1399,20,1399
"apostl, none, huraira, allah, abu",5621,2191,26,2191
"impati, invoc, apostl, huraira, anyon, allah, abu",5622,1566,20,1565
"ana, prophet, sermon, apostl, sky, till, medina, friday, man, home, invok, allah, rain",5623,1100,22,1100
"place, rida, apostl, prayer, musalla, istisqa, qibla, abdullah_bin_zaid, allah, garment, rain",5624,835,18,835
"ana, apostl, time, mother, allah, distress, pleas, wealth, al, lah, children, behalf, servant",5625,693,19,692
"prophet, narrated_ibn_abba, rabbu_l_arsh, rabbu_s_samawati, al_azim, distress, alhalim, il_azim, time, la, wa, wal_ard, allah",5626,749,14,749
"wa, il_azim, narrated_ibn_abba, time, apostl, rabbul_l_arsh, la, rabbu_s_samawati, rabbu_l_ard, distress, allah",5627,776,17,776
"sufyan, destruct, apostl, enemi, huraira, allah, refug, one, narrat, item, calam, abu, moment, joy, end",5628,759,16,758
"prophet, paradis, aisha, apostl, while, companion, highest, head, eye, thigh, applic, place, ceil, option, ill, statement, utter, death, allah",5629,770,18,770
"death, khabbab, apostl, qai, brand, allah, had",5630,1109,19,1108
"prophet, death, khabbab, abdomen, qai, brand, allah",5631,1276,20,1276
"ana, calam, life, apostl, none, death, allah",5632,1209,18,1209
"hand, apostl, son, head, as_saib_bin_yazid, water, prophethood, khatam, aunt, allah, ablut, seal",5633,762,17,761
"prophet, narrat, trade, home, partner, aqil, doubt, anim, grandfath, allah, abdullah_bin_hisham, when_ibn_az_zubair, load, grain, market, abu",5634,721,17,720
"boy, puberti, water, apostl, mouth, well, face, allah, age, mahmud_bin_ar_rabi",5635,836,18,836
"boy, prophet, aisha, water, cloth, infant, urin, allah, place",5636,1173,20,1173
"waqqa, witr, apostl, prayer, raka, sad_bin_abi, allah, eye, abdullah_bin_thalaba_bin_suair",5637,976,18,976
"prophet, majid, apostl, kama, abdur_rahman_bin_abi, say, allahumma, muhammadin, wa, ali, salli, ibrahima, sal_laita, innaka, shall, kab_bin_ujra, laila, hamidun, salat, allah, ala",5638,591,16,591
"ibrahim, said, apostl, kama, al_khudri, ala, greet, allahumma, ibrahima, say, ali, wa, muhammadin, salat, salli, allah, abu",5639,620,21,620
"prophet, alaihi, alm, abi, allahumma, aufa, honor, father, grace, salat, salli, allah, narrated_ibn_abi, somebodi",5640,673,17,672
"majid, humaid, apostl, ibrahim, kamabarakta, dhurriyyatihi, barik, kama, say, allahumma, azwajihi, hamidun, wa, salli, peopl, abu, as_saidi, sal_laita, innaka, ala, muhammadin, salat, allah",5641,500,14,500
"prophet, mean, resurrect, huraira, believ, allah, day, abu",5642,1666,23,1666
"ana, prophet, apostl, peopl, muhammad, hudhaifa, day, face, hell, front, weep, everyon, religion, lord, father, islam, paradis, afflict, today, umar, hadith, evil, son, behold, ask, person, man, pulpit, garment, may, fire, allah, question, refug",5643,589,21,589
"prophet, kind, hai, booti, khaibar, mountain, whereupon, miserli, battl, care, ride, boy, daughter, worri, uhud, men, banquet, garment, cowardic, safiya, incapac, apostl, meal, debt, cloak, consumm, as_sahba, medina, talha, abu, place, grief, cushion, huyay, marriag, ate, lazi, camel, anas_bin_malik, choos, allah, refug",5644,415,18,415
"prophet, khalid, grave, punish, um, bint, allah, refug",5645,1159,21,1159
"prophet, afflict, ad_dajj, world, miserli, statement, musab, sad, cowardic, allah, age, refug",5646,771,18,771
"prophet, lie, aisha, grave, apostl, begin, extent, anim, punish, sound, stori, allah, truth, ladi",5647,961,20,960
"prophet, incapac, grave, afflict, lazi, death, life, anas_bin_malik, punish, cowardic, allah, age, refug",5648,749,15,749
"prophet, kind, snow, aisha, wash, heart, debt, poverti, water, sin, punish, filth, afflict, lazi, east, evil, hail, wealth, age, al_mesiah, west, distanc, garment, fire, allah, ad_dajj, refug",5649,416,15,415
"prophet, incapac, grief, men, hadith, no, lazi, worri, debt, miserli, anas_bin_malik, cowardic, allah, refug",5650,707,16,707
"prophet, miserli, grave, afflict, musab_bin_sad, world, waqqa, statement, punish, cowardic, sad_bin_abi, allah, age, refug",5651,670,16,669
"apostl, anas_bin_malik, lazi, cowardic, allah, refug",5652,1322,20,1322
"prophet, kind, aisha, sam, make, allah, mecca, fever, bless, measur, medina, mudd",5653,876,18,875
"prophet, state, poverti, peopl, companion, shall, wife, caus, sick, know, visit, chariti, sight, father, year, daughter, complet, reward, heir, mecca, ailment, properti, hajjatal_wada, apostl, mouth, amir_bin_sad, sake, death, inheritor, may, food, allah, man, morsel, verg",5654,503,19,502
"prophet, word, miserli, sad, cowardic, allah, refug",5655,1278,20,1278
"prophet, debt, aisha, grave, wash, poverti, sin, punish, al_masih, afflict, lazi, east, evil, age, west, fire, allah, ad_dajj, refug",5656,553,16,553
"prophet, afflict, aisha, grave, ad_dajj, wealth, poverti, tion, punish, refug, allah, al_masih, fire",5657,787,17,787
"prophet, snow, aisha, grave, heart, poverti, water, sin, cleans, punish, al_masih, filth, afflict, east, evil, hail, west, garment, fire, allah, ad_dajj, refug",5658,497,15,496
"ana, prophet, sulaim, um, apostl, offspr, bless, invok, allah, wealth, servant",5659,1164,22,1164
"ana, prophet, sulaim, um, servant, bless, invok, allah, wealth",5660,1060,22,1060
"prophet, wala, fa, allahumma, fadlika_l_azim, fi, astaqdiruka, taqdiru, min, jabir, ajilihi, innaka, asaluka, holi, biqudratika, biilmika, inni, someth, li, maashi, sura, anna, istikhara, aqibati, amri, astakhiruka, wa, two_rakat, ajili, matter, prayer, quran, kunta, anyon, dini, aqdiru, talamu",5661,186,17,185
"prophet, day, hand, resurrect, sky, amir, forgiv, abi, ubaid, armpit, upgrad, water, musa, white, allah, ablut, abu",5662,793,19,793
"prophet, kind, quwwata, takbir, treasur, abdullah, wala, say, one, yourselv, walaquwata, la, all_hear, peopl, bil_lah, abu, paradis, place, all_seer, illa, journey, deaf, musa, _bin_qai, voic, compani",5663,391,15,390
"lirabbina, time, apostl, sadaqa_l_lahu, narrated_ibn_umar, la, ghazwa, hajj, place, huwaala, wa, wadahu, lahu_l_mulk, akbar, lahu_l_hamd, qadir, abiduna, ayibuna, umra, taibuna, kulli, shai, lahu, wahdahu, hazama_l_ahzaba, hamidun, allahu, allah, whenev",5664,318,13,317
"ana, prophet, may, perfum, cloth, banquet, marriag, abdur_rahman, mark, abdur_rahman_bin_auf, gold, woman, date_ston, walima, allah, mahr, wed",5665,588,16,587
"prophet, may, daughter, jabir, did, orphan, matron, virgin, girl, woman, didnt, laugh, allah, father",5666,713,17,713
"prophet, wife, narrated_ibn_abba, razaqtana, ma, intercours, jannibi_sh_shaitan, allahumma, relat, coupl, bismillah, wa, jannibna_sh_shaitan, child, anyon, satan",5667,369,13,369
"ana, prophet, invoc, torment, fire, allah, world, hereaft",5668,1190,19,1190
"prophet, miserli, word, quran, world, senil, age, waqqa, hereaft, tion, punish, cowardic, sad_bin_abi, allah, book, refug",5669,602,15,602
"comb, companion, head, fact, lord, well, men, him, effect, dharwan, day, magic, aisha, someth, apostl, feet, tree, labid_bin_al_aam, skin, allah, problem, pollen, bani, man, remedi, zuraiq, date_palm",5670,463,22,462
"confeder, holi, wrath, apostl, reveal, allah, defeat, ahzab, aufa, book, narrated_ibn_abi",5671,704,18,703
"prophet, huraira, abi, prais, liman, abu, isha, mudar, sami, save, prayer, al_walid_bin_al_walid, hamidah, aiyash_bin_, tribe, raka, be, rabia, allah",5672,714,19,714
"ana, prophet, invoc, month, usaiya, prayer, sariya, armi, men, allah, anyth, tribe, fajr, wrath, detach, qunut, al_qurra",5673,656,19,656
"prophet, be, aisha, affair, jew, alaikum, death, as_samu, wal_lana, alaika, curs, gentl, allah, didnt",5674,719,18,718
"prophet, day, grave, prayer, may, sun, allah, al_khandaq, trench, asr, ali_bin_abi, battl, talib, infidel, hous, compani, fire",5675,717,20,717
"prophet, wrath, apostl, huraira, allah, at_tufail_bin_amr, dau, tribe, abu, islam",5676,1558,23,1558
"prophet, fi, ma, khati, alamu, allahumma, amdi, amri, jiddi, wa, ighfirli, kullihi, anta, invoc, minni, israfi, rabbi_ghfir_li, anta_l_muqaddimu, musa, bihi, abu, allah, jahli, khatayaya",5677,469,14,469
"prophet, khatiati, ma, al_ashari, allahumma, amdi, amri, jiddi, wa, fi, ighfirli, anta, khatai, minni, israfi, hazali, a_lamu, musa, bihi, abu, allah, jahli",5678,512,13,512
"prophet, muslim, time, abu_l_qasim, someth, huraira, hand, allah, friday, request, abu",5679,1249,22,1249
"prophet, be, aisha, wrath, apostl, mulaika, thing, jew, as_samu, death, alaika, curs, allah, didnt, narrated_ibn_abi, bewar",5680,854,19,854
"prophet, imam, amin, huraira, angel, abu",5681,1310,22,1309
"day, time, huwa, apostl, huraira, one, hundr, slave, sin, la, wa, abu, shield, lahu_l_hamd, qadir, reward, kulli, ala, lahu, deed, wahdahu, nobodi, shaiin, whoever, account, lahu_l_mulk, night, allah, satan",5682,483,14,483
"prophet, amr_bin_maimun, ishmael, invoc, hadith, time, descend, aiyub, abov, abu",5683,754,45,753
"foam, day, time, apostl, huraira, subhan, sea, sin, whoever, wa, bihamdihi, allah, abu",5684,963,22,963
"prophet, balanc, express, huraira, al_azim, subhan, wa, tongu, bihamdihi, benefic, allah, abu",5685,1007,18,1007
"prophet, one, live, lord, musa, exampl, comparison, allah, prais, creatur, abu",5686,1060,21,1060
"apostl, did, prais, lord, peopl, angel, me, allah",5687,1191,29,1190
"prophet, abdullah, time, apostl, treasur, al_ashari, one, la, paradis, abu, akbar, place, mule, wallahu, companion, shall, deaf, man, musa, voic, hill, allah, sentenc",5688,764,18,764
"paradis, number, act, huraira, mean, name, witr, allah, abu",5689,899,20,898
"abdullah, hous, apostl, hand, ibn, companion, yazid_bin_muawiya, masud, of_ibn_masud, bin, shaqiq, allah, yazid",5690,715,21,714
"prophet, health, time, peopl, narrated_ibn_abba, bless",5691,1150,17,1150
"ana, prophet, emigr, life, ansar, pleas, allah, hereaft",5692,1192,22,1192
"as_saidi, apostl, allah, sahl_bin_sad, pleas, al_khandaq, hereaft, ansar, trench, life, battl, compani, earth",5693,651,19,651
"prophet, paradis, area, afternoon, world, whip, caus, forenoon, place, sahl, undertak, journey, allah",5694,754,27,753
"hold, even, sub_narr, mujahid, shoulder, world, death, health, life, morn, abdullah_bin_umar, travel, sick, _ibn_umar, allah, stranger, apostl",5695,512,15,512
"abdullah, prophet, side, squar, leas, troubl, hope, life, middl, line, calam, encircl, overtak",5696,395,14,395
"prophet, hope, state, man, anas_bin_malik, line, nearer, death, instant",5697,674,16,674
"prophet, excus, year, person, huraira, death, instant, allah, age, abu",5698,1288,17,1288
"heart, apostl, huraira, wealth, world, love, hope, luxuri, man, respect, allah, amus, abu",5699,923,18,923
"apostl, son, wealth, grow, wish, love, life, man, anas_bin_malik, adam, allah, desir",5700,778,20,777
"illal_lah, day, hell_fir, apostl, resurrect, ilaha, anybodi, pleasur, men, al_ansari, bani, tribe, la, intent, allah, salim, utban_bin_malik",5701,565,18,565
"paradis, apostl, huraira, believ, dear, noth, reward, allah, friend, remain, abu",5702,1051,18,1050
"prophet, amir_bin_luai, apostl, alli, arriv, tax, badr, al_hadrami, ansar, peac, battl, al, fajr, bahrain, peopl, chief, amr_bin_auf, prayer, allah, jizya, money, ubaida_bin_aljarrah, bani, tribe, treati, abu, ala_bin_, ubaida, heard, morn",5703,608,20,607
"prophet, key, wit, martyr, prayer, tank_lak, uhud, uqba_bin_amir, other, treasur, al_kauthar, battl, predecessor, allah, earth, pulpit",5704,665,14,665
"prophet, veget, eat, apostl, while, pleasur, sun, till, kind, khadira, sake, urin, said, bring, forehead, bless, al_khudri, fruit, abu, kill, dung, thing, evil, world, forth, anim, bank, stomach, wealth, man, sweat, result, stream, allah, question",5705,492,16,492
"prophet, contemporari, peopl, imran, imran_bin_husain, statement, zahdam_bin_mudarrib, wit, gener",5706,683,18,683
"abdullah, prophet, oath, peopl, gener, wit",5707,1069,21,1068
"muhammad, khabbab, apostl, companion, qai, brand, earth, world, anyth, reward, abdomen, wealth, death, allah, hereaft, had",5708,573,18,572
"reward, khabbab, build, companion, qai, wall, earth, wealth, therein, world, anyth",5709,107,13,106
"prophet, narrat, khabbab, chapter, migrat",5710,926,14,925
"prophet, place, narrated_ibn_abba, way, prayer, seat, mosqu, uthman_bin_affan, sit, time, water, sin, proce, past, two_rakat, ablut",5711,501,15,500
"al_aslami, prophet, barley, peopl, date, success, husk, mirda, seed, allah, earth, die",5712,878,16,878
"prophet, slave, qatifa, dirham, huraira, cloth, garment, khamisa, abu, dinar",5713,826,17,826
"prophet, belli, narrated_ibn_abba, allah, valley, adam, noth, son, money, dust",5714,975,23,974
"narrat, narrated_ibn_abba, apostl, valley, quran, son, money, say, _ibn_abba, ata, eye, noth, adam, allah, pulpit, dust",5715,585,20,585
"prophet, one, ubai, sermon, rivalri, quran, men, sahl_bin_sad, noth, son, sura, mecca, gold, belli, divert, thing, adam, allah, pulpit, dust",5716,544,17,544
"valley, gold, apostl, anas_bin_malik, mouth, fill, adam, noth, son, allah, dust",5717,778,22,778
"prophet, one, hand, allah, greed, hakim_bin_hizam, money, fruit, wealth",5718,1075,19,1075
"abdullah, prophet, apostl, deed, dearer, wealth, caus, life, heir, none, allah",5719,1186,19,1186
