label,nodeid,r,x,y
"prophet, day, apostl, while, dhar, till, resurrect, left, rock, period, chariti, moonlight, someon, abu, front, theft, toward, fact, deed, intercours, space, wealth, come, shade, right, al_harra, gabriel, night, allah, nobodi, sit",5720,571,25,571
"prophet, debt, back, peopl, mountain, till, place, fact, walk, sight, stay, dont, hand, medina, uhud, number, dhar, right, gabriel, labbaik, day, someth, apostl, did, dark, resurrect, left, harra, amongst, abu, toward, wealth, noth, voic, night, allah, dinar",5721,560,23,560
"debt, night, apostl, huraira, mountain, uhud, anyth, allah, caus, abu",5722,1174,25,1174
"prophet, properti, rich, amount, huraira, abu",5723,1316,19,1316
"prophet, muslim, apostl, companion, intercess, marriag, passer_bi, as_said, opinion, lah, no_on, al, somebodi, hand, sahl_bin_sad, class, person, man, peopl, allah",5724,830,22,830
"prophet, day, kind, feet, head, anyth, visit, battl, musab_bin_umar, wage, sake, fruit, abu, khabbab, hand, grass, deed, uhud, idhkhir, wail, sheet, allah",5725,633,19,632
"prophet, imran_bin_husain, major, peopl, dweller, hell, paradis, women, fire",5726,748,20,748
"ana, prophet, bread, tabl, till, wheat",5727,874,14,874
"prophet, barley, aisha, creatur, period, shelf, noth, grain, live",5728,636,12,636
"prophet, labbaik, peopl, huraira, ground, bowl, woman, abdomen, islam, heart, bakr, companion, hirr, go, none, liver, man, hous, day, sleep, apostl, fill, stone, to_, suffa, face, vers, book, abu, hunger, umar, way, aba, milk, abu_l_qasim, order, as_suffa, whom, allah, permiss",5729,557,25,557
"peopl, arab, noth, caus, leav, hubla, bani, today, law, tree, arrow, excrement, asad, sumur, desert, man, tribe, sad, islam, sheep, drop, allah",5730,368,18,368
"prophet, muhammad, aisha, bread, death, day, fill, famili, medina, wheat",5731,732,18,732
"muhammad, aisha, date, day, famili, meal",5732,421,20,421
"prophet, bed, aisha, mattress, palm, leather, fibr, case",5733,692,12,692
"ana, prophet, bread, baker, eye, eat, sheep, loaf, anas_bin_malik, qatada, stand, till",5734,501,14,500
"month, aisha, food, date, water, present, meat, fire",5735,254,17,254
"hous, month, aisha, apostl, date, milch, thing, ansar, she_camel, son, neighbor, noth, water, urwa, fire, allah, sister, prophet, crescent",5736,795,22,795
"muhammad, food, apostl, huraira, famili, allah, abu",5737,1609,26,1609
"prophet, aisha, crow, prayer, deed, masruq, tahajjud, hear, cock, one, time, third, night",5738,599,14,599
"doer, aisha, allah, apostl, action",5739,1676,22,1676
"apostl, huraira, deed, merci, hell, abu, anyon, allah, fire",5740,1285,23,1285
"deed, aisha, allah, apostl",5741,2142,27,2142
"prophet, dont, yourselv, aisha, deed, upon, allah, abil",5742,1242,19,1242
"prophet, deed, aisha, mother, did, day, believ, alqama, allah, worship",5743,1126,23,1126
"prophet, paradis, aisha, apostl, deed, merci, allah, news, pardon",5744,1491,22,1491
"paradis, front, today, hand, apostl, prayer, qibla, mosqu, direct, anas_bin_malik, wall, hell, thing, allah, pulpit",5745,726,18,726
"paradis, day, hell_fir, hand, creatur, apostl, huraira, merci, him, part, ninety_nin, allah, abu",5746,1003,20,1003
"patienc, hand, someth, apostl, deed, patient, ansar, wealth, said, somebodi, know, everyth, need, abu, allah, other, peopl",5747,774,18,773
"prophet, slave, al_mughira_bin_shuba, feet, shall",5748,974,15,974
"paradis, narrated_ibn_abba, apostl, seventi, omen, practic, follow, trust, thing, account, lord, ar_ruqya, allah, peopl",5749,742,18,742
"talk, huwa, muawiya, lahui_hamd, mother, write, qadir, money, religion, la, wa, someth, need, al_mughira, other, apostl, narrat, al_mughira_bin_shuba, daughter, shai_in, prayer, kulli, ala, question, lahu, wahdahu, clerk, follow, lahu_l_mulk, allah, warrad",5750,329,16,329
"paradis, part, apostl, tongu, sahl_bin_sad, jaw_bon, allah, leg, chastiti",5751,903,18,903
"day, apostl, huraira, allah, abu",5752,2333,28,2333
"prophet, heart, meal, guest, day, reward, qualiti, ear, class, statement, period, forget, night, allah, al_khuzai, shuraih, abu",5753,767,18,767
"slave, distanc, word, apostl, huraira, east, fire, allah, abu",5754,1261,21,1260
"prophet, slave, hell_fir, word, huraira, reward, import, degre, allah, abu",5755,1249,17,1249
"prophet, day, peopl, huraira, type, eye, person, resurrect, shade, tear, allah, abu",5756,1265,20,1265
"prophet, day, peopl, deed, thing, sea, ash, hudhaifa, man, particl, suspicion, corps, righteous, famili, allah",5757,852,22,851
"prophet, time, promis, peopl, type, death, gener, father, abu, deed, children, wealth, said, hereaft, man, allah, age",5758,891,19,891
"messag, apostl, enemi, warner, night, forc, eye, group, man, musa, exampl, abu, allah, peopl",5759,931,21,931
"prophet, hold, apostl, huraira, allah, insect, knot, moth, man, waist, exampl, abu, peopl, fire",5760,1274,21,1274
"prophet, muslim, hand, tongu, one, abdullah_bin_amr, emigr, allah, muhajir, abandon",5761,994,19,994
"huraira, allah, apostl, abu",5762,2681,30,2681
"ana, prophet",5763,2429,20,2429
"kind, apostl, huraira, thing, para, dise, hell, abu, fire, allah, passion, desir",5764,962,18,961
"abdullah, prophet, hell, strap, shirak, leather, paradis, shoe, fire",5765,607,16,607
"prophet, poet, vers, everyth, huraira, allah, abu",5766,1761,22,1761
"one, person, apostl, appear, huraira, properti, abu, allah, anyon",5767,1314,21,1314
"prophet, narrated_ibn_abba, way, deed, allah, him, angel, reward, time, account, lord, im, bodi",5768,838,22,838
"ana, minut, peopl, life_tim, deed, hair, ghailan, sin, eye, prophet, commit",5769,632,13,632
"prophet, muslim, pagan, peopl, dweller, suicid, breast, fact, look, hell, tip, sad_bin_sahl, sword, paradis, shoulder, as_saidi, deed, person, man, fighter, behalf, fire",5770,406,17,406
"prophet, bedouin, apostl, peopl, mountain, evil, mankind, caus, al_khudri, properti, life, said, lord, man, allah, path, abu",5771,1048,22,1048
"said, abu",5772,1226,24,1226
"author, wait, apostl, huraira, honesti, allah, hour, abu",5773,1360,23,1360
"prophet, muslim, time, peopl, blister, whereupon, disappear, fact, trace, manner, seed, surfac, tradit, narrat, hadith, so_and_so, foot, remaind, men, busi, person, strength, begin, fire, day, apostl, heart, hudhaifa, ember, anyth, sunna, root, intellig, mustard, no, quran, skin, anyon, belief, man, tribe, honesti, allah",5774,446,16,445
"apostl, abdullah_bin_umar, hundr, allah, camel, peopl",5775,1562,25,1562
"prophet, day, jundub, peopl, resurrect, deed, thing, intent, allah, prais",5776,1190,21,1190
"prophet, labbaik, saddl, muadh_bin_jab, while, companion, him, muadh, back, noth, right, sadiak, rider, slave, allah, sadaik, apostl",5777,784,22,784
"ana, prophet, bedouin, speed, apostl, she_camel, al_aqba, adba, camel, world, al_, noth, aladba, result, allah, muslim",5778,832,19,832
"war, apostl, huraira, till, leg, mine, hand, sens, worshipp, hostil, sight, nawafil, abu, slave, keep, deed, thing, me, my, protect, allah, refug",5779,582,17,582
"hand, sahl, apostl, finger, hour, allah",5780,1373,23,1373
"ana, hand, finger, apostl, hour, allah",5781,1438,22,1437
"prophet, hand, finger, huraira, hour, abu",5782,1398,19,1398
"apostl, time, peopl, huraira, hour, sun, west, abu, soul, allah",5783,1296,22,1296
"prophet, meet, hate, ubada_bin_as_samit, love, time, approach, death, allah",5784,1049,18,1049
"prophet, musa, allah, meet, abu",5785,2212,27,2211
"prophet, wife, aisha, apostl, while, companion, head, place, option, sens, death, rate, paradis, narrat, eye, thigh, applic, ceil, health, statement, soul, henc, allah",5786,660,17,660
"front, aisha, apostl, companion, doubt, wood, hand, face, stupor, time, water, right, none, death, leather, allah, contain",5787,666,17,666
"prophet, place, bedouin, aisha, peopl, death, till, hour, hisham",5788,872,20,872
"believ, hardship, apostl, troubl, process, land, world, qatada_bin_ribi, al_ansari, person, death, abu, allah, merci, peopl",5789,835,18,835
"prophet, qatada, believ, death, abu",5790,1429,21,1429
"return, person, grave, apostl, anas_bin_malik, deed, burial, properti, allah, rel",5791,890,18,890
"paradis, apostl, die, afternoon, narrated_ibn_umar, destin, forenoon, place, hell, anyon, allah, fire",5792,752,17,752
"prophet, aisha, do, result",5793,1359,22,1359
"muslim, muhammad, mose, peopl, throne, huraira, apostl, jew, men, him, day, face, resurrect, who, superior, dont, conscious, allah, abu",5794,794,27,793
"prophet, day, mose, time, man, peopl, resurrect, huraira, throne, allah, abu",5795,1458,34,1458
"prophet, hand, king, huraira, allah, earth, heaven, abu",5796,1590,31,1589
"prophet, day, peopl, jew, al_khudri, resurrect, balam, planet, qasim, bless, anyon, entertain, earth, abu, paradis, may, hand, bread, shall, said, journey, man, nun, abul, benefic, allah",5797,638,19,637
"prophet, day, bread, peopl, flour, sahl_bin_sad, land, landmark, resurrect, sahl, loaf, anybodi, use",5798,569,16,569
"prophet, paradis, time, way, batch, huraira, afternoon, nap, camel, night, hope, rest, fear, morn, punish, fire, peopl, abu",5799,626,17,626
"prophet, day, sub_narr, power, prone, leg, disbeliev, kafir, world, face, resurrect, man, anas_bin_malik, qatada, lord, allah",5800,750,18,750
"prophet, narrated_ibn_abba, allah, feet",5801,2296,23,2296
"narrated_ibn_abba, allah, apostl, pulpit, sermon",5802,1614,22,1614
"prophet, day, companion, abraham, resurrect, left, lord, creation, jesu, slave, narrated_ibn_abba, men, all_wis, follow, alkhalil, islam, wit, allah, fire",5803,641,23,640
"attent, aisha, apostl, allah, situat, men, women, peopl",5804,1286,21,1286
"abdullah, prophet, peopl, tent, allah, muslim, paradis, para, half, one_third, compani, thereupon",5805,942,21,942
"prophet, day, peopl, huraira, labbaik, resurrect, offspr, adam, hell, lord, father, apostl, respond, call, ing, man, abu, allah, sadaik",5806,1034,23,1034
"prophet, time, peopl, drunk, companion, news, abort, adam, punish, paradis, hand, him, said, magog, soul, wal, khair, call, fire, labbaik, apostl, femal, yadaik, load, gog, abu, thousand, children, one_thousand, whose, person, order, allah, sadaik",5807,568,21,568
"prophet, day, vers, middl, ear, lord, sweat, narrated_ibn_umar, world",5808,720,16,720
"day, apostl, peopl, huraira, till, sweat, mouth, resurrect, ear, cubit, allah, earth, abu",5809,1071,19,1071
"abdullah, prophet, resurrect, day, case",5810,1197,19,1197
"apostl, dirham, huraira, deed, brother, life, pardon, death, abu, allah, hereaft, dinar",5811,961,19,961
"paradis, muhammad, hand, apostl, believ, bridg, him, wrong, world, said, al_khudri, whose, soul, hell, retali, abu, allah, fire",5812,675,25,675
"prophet, aisha, present, doesnt, reckon, mulaika, account, anybodi, record, allah, narrated_ibn_abi",5813,886,17,886
"prophet, aisha",5814,2654,24,2654
"hasnt, day, aisha, apostl, reckon, record, resurrect, hand, none, account, allah",5815,938,19,938
"prophet, day, someth, anas_bin_malik, suppos, disbeliev, worship, resurrect, gold, none, allah, earth, islam",5816,864,17,863
"prophet, day, time, interpret, whoever, date, adi_bin_hatim, him, resurrect, noth, none, hell, chariti, front, allah, half, fire",5817,697,18,697
"prophet, fire, yourselv, time, date, adi_bin_hatim, half, face",5818,702,14,701
"prophet, peopl, group, allah, front, narrated_ibn_abba, invok, follow, person, pass, multitud, gabriel",5819,962,27,961
"paradis, number, apostl, crowd, huraira, seventi, ansar, thousand, hear, moon, follow, sheet, _bin_mihsan, al_asdi, invok, allah, ukasha, prophet, abu",5820,841,20,840
"prophet, number, time, narrat, till, sahl_bin_sad, glitter, seventy_thousand, follow, moon, paradis, night, doubt",5821,502,16,502
"prophet, paradis, announc, peopl, death, call_mak, hell, narrated_ibn_umar, etern, fire",5822,700,18,700
"prophet, paradis, peopl, huraira, death, fire, etern, abu",5823,1222,20,1222
"prophet, paradis, major, peopl, imran, women, fire",5824,938,20,938
"prophet, paradis, major, peopl, gate, account, reckon, usama, women, fire",5825,666,20,666
"paradis, call, apostl, death, narrated_ibn_umar, fire, allah, peopl",5826,1245,22,1245
"paradis, labbaik, creation, anyon, apostl, your, said, al_khudri, my, al, lah, lord, are, abu, allah, sadaik, peopl",5827,740,21,740
"ana, day, mother, may, reward, fond, badr, paradis, al_firdau, relat, battl, haritha, allah, prophet, apostl",5828,964,21,963
"prophet, width, disbeliev, distanc, huraira, rider, abu, kafir, day, shoulder",5829,879,14,878
"prophet, paradis, year, tree, rider, fast, said, abu",5830,944,19,944
"paradis, year, shade, tree, apostl, rider, sahl_bin_sad, allah",5831,1022,22,1022
"paradis, number, sub_narr, apostl, thousand, seventi, sahl_bin_sad, moon, follow, hazim, night, allah, abu",5832,838,22,838
"prophet, paradis, star, sahl, peopl, sky, horizon, ghuraf, abu, said, abod",5833,793,18,792
"prophet, day, me, thing, other, resurrect, person, anas_bin_malik, backbon, punish, adam, allah, earth, fire",5834,836,20,836
"prophet, muhammad, time, jabir, amr, toothless, did, daghabi, intercess, ad, thaarir, hammad, jabir_bin_abdullah, amr_bin_dinar, abu, peopl, fire",5835,565,20,565
"prophet, touch, peopl, anas_bin_malik, hell, al_jahannamiyin, paradis, color, fire",5836,764,18,763
"paradis, heart, river, time, apostl, dont, allah, said, al_khudri, al_hayyat, coal, life, seed, abu, peopl, mustard, prophet, fire",5837,960,21,960
"prophet, day, feet, peopl, arch, brain, punish, an_numan, resurrect, person, man, hell, ber, fire",5838,642,16,642
"prophet, day, arch, peopl, water, feet, brain, ember, resurrect, qum_qum, person, man, copper, hell, vessel, al_mirj, an_numan_bin_bashir, fire",5839,517,15,517
"prophet, hell_fir, date, adi_bin_hatim, face, yourselv, protect, allah, half, fire",5840,942,17,941
"may, apostl, day, intercess, uncl, said, al_khudri, presenc, resurrect, talib, fire, allah, abu",5841,902,24,902
"peopl, muhammad, abraham, head, noah, place, undertak, lord, someon, interced, hand, our, soul, prostrat, ana, day, apostl, mose, resurrect, sin, adam, jesu, khalil, allah, angel, sent",5842,504,38,502
"prophet, imran_bin_husain, peopl, muhammad, hell, al_jahannamiyin, intercess, paradis, fire",5843,755,24,755
"ana, day, posit, noon, badr, caus, place, battl, haritha, are, journey, earth, apostl, paradis, heart, mother, firdau, world, forenoon, person, um, allah, arrow, prophet",5844,661,19,660
"prophet, paradis, caus, none, huraira, hell, fire, sorrow, faith, place, abu",5845,829,19,829
"prophet, day, hadith, apostl, huraira, intercess, learn, one, resurrect, person, right, none, long, allah, abu",5846,1181,20,1181
"abdullah, prophet, time, apostl, king, crawl, paradis, world, like, person, man, go, hell, lord, allah, fire",5847,953,24,953
"prophet, talib, did, abba, anyth",5848,970,26,969
"peopl, huraira, sun, moon, fire, day, cloud, anyth, resurrect, abu, man, thorn, lord, hell, paradis, him, shape, apostl, hook, bridg, allah",5849,750,36,749
"abdullah, prophet, front, lake_fount, companion, lord, predecessor",5850,790,21,790
"prophet, front, sham, lake_fount, distanc, town, tank, narrated_ibn_umar, jarba, adhruh",5851,501,13,500
"prophet, muhammad, narrated_ibn_abba, word, peopl, item, allah, paradis, al_kauthar, said, bishr, river, abund, abu",5852,978,20,978
"prophet, month, sky, drink, lake_fount, milk, abdullah_bin_amr, perfum, journey, number, musk, water, star, kind, smell, cup",5853,355,14,355
"sky, apostl, lake_fount, aila, town, sham, number, width, capit, star, jug, anas_bin_malik, distanc, allah, sana, yemen",5854,513,15,512
"prophet, paradis, river, sub_narr, tent, doubt, scent, miraj, bank, kauthar, behold, musk, express, mud, anas_bin_malik, lord, pearl, hudba, night, gabriel",5855,311,20,310
"ana, prophet, fount, companion, religion, thing, lake, whereupon",5856,708,16,708
"prophet, day, an_numan_bin_abi, peopl, lake_fount, huraira, al_khudri, barrier, aiyash, sahl, hazim, religion, lord, predecessor, abu, forerunn, did, resurrect, thing, sahl_bin_sad, companion, said, follow, far, merci",5857,486,21,485
"prophet, knowledg, islam, lake_fount, companion, narrated_ibn_al_musaiyab, lord, renegad, men",5858,624,21,624
"prophet, renegad, huraira, allah, group, come, angel, follow, man, hell, abu, amongst, fire",5859,1048,24,1048
"hous, paradis, apostl, lake_fount, huraira, allah, garden, pulpit, abu",5860,1280,23,1280
"prophet, al_kauthar, predecessor, jundab, lake_fount",5861,893,15,893
"prophet, key, wit, martyr, prayer, uhud, uqba_bin_amir, treasur, fount, predecessor, allah, earth, pulpit",5862,788,15,788
"prophet, haritha_bin_wahb, lake_fount, al_kauthar, width, capit, lakefount, vessel, distanc, haritha, al_mustaurid, medina, didnt, sana, yemen",5863,332,14,331
"prophet, religion, sub_narr, peopl, lake_fount, mulaika, did, allah, bakr, refug, follow, _ibn_abi, heel, trial, lord, renegad, bint, asma, abu",5864,723,21,722
"abdullah, day, apostl, wretch, till, provis, truth, period, cubit, peopl, hereaft, clot, womb, paradis, mother, forti, piec, thing, angel, deed, person, man, order, fire, allah, age, flesh, soul",5865,506,18,506
"prophet, uteru, piec, doer, semen, charg, angel, ask, clot, anas_bin_malik, lord, creation, allah, flesh",5866,692,19,692
"paradis, prophet, apostl, peopl, deed, imran_bin_husain, man, everyon, tri, allah, fire",5867,1364,22,1364
"prophet, pagan, narrated_ibn_abba, allah, offspr",5868,1847,21,1847
"birth, prophet, pagan, apostl, huraira, jew, faith, anim, child, offspr, abu, parent, allah, islam",5869,1142,21,1142
"muslim, wife, apostl, huraira, place, noth, woman, divorc, man, allah, sister, abu",5870,1101,21,1101
